gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2990791909	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20101117_3_algae_occ5	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				10.5	0.0	2010-11-17	17	11	2010	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:10.945Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990791293	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20100711_6_algae_occ9	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				7.2	0.0	2010-07-11	11	7	2010	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.542Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990791291	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20100711_5_algae_occ8	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				6.1	0.0	2010-07-11	11	7	2010	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.542Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990791289	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20100711_4_algae_occ7	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				5.5	0.0	2010-07-11	11	7	2010	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.541Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990791287	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20100711_2_algae_occ5	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				6.7	0.0	2010-07-11	11	7	2010	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.541Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990791286	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20100711_1_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				8.8	0.0	2010-07-11	11	7	2010	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.541Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790916	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20170829_6_algae_occ3	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				4.4	0.0	2017-08-29	29	8	2017	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.508Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790913	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20170829_5_algae_occ2	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.9	0.0	2017-08-29	29	8	2017	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.508Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790905	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20170829_1_algae_occ2	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				7.5	0.0	2017-08-29	29	8	2017	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.507Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790898	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20160901_6_algae_occ5	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.1	0.0	2016-09-01	1	9	2016	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.507Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790895	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20160901_5_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.4	0.0	2016-09-01	1	9	2016	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.507Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790892	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20160901_4_algae_occ3	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.6	0.0	2016-09-01	1	9	2016	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.506Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790889	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20160901_3_algae_occ2	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.2	0.0	2016-09-01	1	9	2016	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.506Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790878	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20150903_6_algae_occ2	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.2	0.0	2015-09-03	3	9	2015	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.505Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790860	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20141009_6_algae_occ5	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				2.9	0.0	2014-10-09	9	10	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.504Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790858	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20141009_5_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				5.6	0.0	2014-10-09	9	10	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.504Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790856	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20141009_4_algae_occ3	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				4.6	0.0	2014-10-09	9	10	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.504Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790853	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20141009_3_algae_occ2	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.7	0.0	2014-10-09	9	10	2014	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.503Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790838	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20131022_4_algae_occ9	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				6.7	0.0	2013-10-22	22	10	2013	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.502Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790833	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20131022_1_algae_occ6	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				7.3	0.0	2013-10-22	22	10	2013	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.502Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790816	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20101117_3_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				10.5	0.0	2010-11-17	17	11	2010	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.501Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790814	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	ScorpionAnchorage_20101117_1_algae_occ2	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Scorpion Anchorage		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	34.048515	-119.552299	250.0				4.0	0.0	2010-11-17	17	11	2010	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.501Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790298	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20170917_2_algae_occ9	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				6.9	0.0	2017-09-17	17	9	2017	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.537Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790204	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20130818_6_algae_occ5	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				7.0	0.0	2013-08-18	18	8	2013	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.525Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790201	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20130818_5_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				7.0	0.0	2013-08-18	18	8	2013	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.524Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790199	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20130818_4_algae_occ3	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				7.8	0.0	2013-08-18	18	8	2013	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.524Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790197	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20130818_3_algae_occ2	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				8.5	0.0	2013-08-18	18	8	2013	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.524Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790192	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20121125_6_algae_occ4	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				7.8	0.0	2012-11-25	25	11	2012	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.523Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790191	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20121125_5_algae_occ3	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				6.6	0.0	2012-11-25	25	11	2012	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.523Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790190	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20121125_4_algae_occ2	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				4.0	0.0	2012-11-25	25	11	2012	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.523Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790186	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20120721_6_algae_occ3	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				7.0	0.0	2012-07-21	21	7	2012	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.522Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790185	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20120721_5_algae_occ2	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				6.4	0.0	2012-07-21	21	7	2012	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.522Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790181	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20111122_3_algae_occ9	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				8.1	0.0	2011-11-22	22	11	2011	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.522Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790180	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20111122_2_algae_occ8	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				7.3	0.0	2011-11-22	22	11	2011	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.522Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
2990790178	4ef2bed0-d40f-49c9-bb64-c46a301a5a72	LittleCoronaDelMar_20111122_1_algae_occ7	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera		SPECIES	Macrocystis pyrifera (L.) C.Agardh	Macrocystis pyrifera		US	Little Corona Del Mar		PRESENT		c3ad790a-d426-4ac1-8e32-da61f81f0117	33.589802	-117.868698	250.0				7.6	0.0	2011-11-22	22	11	2011	5422328	5422328	HUMAN_OBSERVATION							CC0_1_0					2024-01-25T07:26:06.521Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;SCIENTIFIC_NAME_ID_NOT_FOUND
